recipe_id,name,category,cuisine,minutes,calories,tags
633,Bò Nướng Tỏi,breakfast,Mexican,60,701,"seafood,family,quick_lunch,dairy_free"
634,Tôm Hấp Phô Mai,salad,Mexican,10,545,"vegetarian,mushroom,snack,sweet"
635,Nấm Kho Mè,healthy,French,10,316,"healthy,snack,easy,dessert"
636,Cá Kho Nước Mắm,rice,American,15,715,"seafood,tofu,quick,spicy"
637,Cua Sốt Tỏi,dessert,Japanese,10,789,"vegetable,sour,dessert,tet"
638,Cua Kho Phô Mai,breakfast,Indian,120,416,"vegetable,chicken,sweet,tofu"
639,Rau Hấp Nước Mắm,healthy,American,20,646,"sour,soup,snack,egg"
640,Mực Chiên Gừng,soup,Thai,60,474,"steamed,fried,family,rice"
641,Tôm Nướng Tỏi,dessert,Thai,30,655,"seafood,quick,pork,vegetarian"
642,Đậu Chiên Me,breakfast,Japanese,60,454,"sour,beef,weekend,tet"
643,Bò Rang Tiêu,rice,Indian,20,665,"gluten_free,quick,healthy,high_protein"
644,Heo Nướng Phô Mai,main,Korean,120,665,"low_carb,seafood,rice,weekend"
645,Tôm Hấp Nước Mắm,rice,French,30,449,"mushroom,rice,family,baked"
646,Rau Rang Me,rice,Indian,60,709,"fried,bread,soup,mushroom"
647,Đậu Sốt Tỏi,breakfast,French,45,692,"egg,romantic,weekend,low_carb"
648,Mực Hầm Me,rice,Italian,10,745,"fried,noodle,quick_lunch,beef"
649,Heo Nướng Nước Mắm,salad,Korean,15,474,"dessert,vegetable,beef,tofu"
650,Tôm Hấp Phô Mai,main,Japanese,15,611,"tet,chicken,beef,party"
651,Gà Kho Tỏi,dessert,Japanese,120,232,"tofu,party,romantic,vegetable"
652,Đậu Rang Phô Mai,breakfast,Mexican,10,587,"grilled,soup,gluten_free,rice"
653,Bò Sốt Phô Mai,dessert,Indian,30,176,"noodle,romantic,bread,rice"
654,Cua Kho Sả,appetizer,Mexican,10,180,"steamed,healthy,fried,egg"
655,Bò Chiên Sả,rice,French,45,272,"noodle,dairy_free,snack,dessert"
656,Đậu Kho Sả,breakfast,Italian,90,620,"beef,vegetarian,sour,seafood"
657,Cua Nướng Mè,main,Italian,60,363,"gluten_free,dairy_free,snack,sweet"
658,Rau Chiên Me,soup,Vietnamese,120,189,"soup,easy,vegetarian,egg"
659,Bò Nướng Mè,appetizer,Indian,20,309,"weekend,soup,steamed,vegetarian"
660,Gà Kho Ớt,breakfast,Italian,30,403,"spicy,sour,mushroom,low_carb"
661,Bò Nướng Gừng,soup,Korean,120,244,"spicy,quick_lunch,egg,festive"
662,Tôm Hấp Sả,salad,Chinese,120,327,"pork,sour,festive,high_protein"
663,Mực Xào Gừng,soup,Vietnamese,15,684,"weekend,dairy_free,tofu,bread"
664,Gà Kho Dừa,dessert,Chinese,45,792,"party,egg,noodle,baked"
665,Heo Hấp Gừng,noodle,French,10,736,"baked,high_protein,vegan,quick"
666,Mực Hấp Mè,main,Mexican,60,248,"healthy,low_carb,beef,family"
667,Tôm Rang Nước Mắm,soup,American,90,369,"snack,high_protein,family,quick_lunch"
668,Rau Hầm Ớt,vegetarian,Indian,15,700,"steamed,tet,fried,festive"
669,Mực Nướng Ớt,rice,Mexican,10,523,"festive,romantic,family,sweet"
670,Gà Chiên Gừng,dessert,Thai,90,575,"beef,high_protein,chicken,grilled"
671,Gà Chiên Tỏi,soup,Japanese,120,635,"quick_lunch,pork,spicy,tet"
672,Rau Hầm Sả,salad,Italian,40,107,"egg,sour,festive,family"
673,Gà Kho Nước Mắm,healthy,Vietnamese,20,673,"dessert,beef,party,tofu"
674,Nấm Nướng Tỏi,soup,Mexican,15,136,"chicken,dairy_free,tet,gluten_free"
675,Nấm Nướng Tiêu,salad,Japanese,90,483,"dairy_free,low_carb,bread,salad"
676,Heo Rang Phô Mai,salad,American,15,586,"tet,mushroom,bread,vegetarian"
677,Đậu Sốt Ớt,soup,Indian,10,395,"party,quick_lunch,healthy,low_carb"
678,Cá Rang Gừng,main,French,10,401,"noodle,dairy_free,tofu,high_protein"
679,Cá Xào Ớt,rice,Italian,20,131,"party,sweet,dessert,spicy"
680,Tôm Rang Tỏi,rice,Italian,15,334,"family,snack,weekend,low_carb"
681,Tôm Hấp Ớt,breakfast,Vietnamese,60,667,"sour,grilled,vegetable,bread"
682,Bò Nướng Gừng,rice,Italian,90,352,"vegan,beef,egg,festive"
683,Đậu Kho Tỏi,soup,Mexican,20,159,"weekend,spicy,fried,grilled"
684,Nấm Nướng Phô Mai,appetizer,French,15,319,"egg,seafood,fried,steamed"
685,Bò Rang Phô Mai,appetizer,Korean,120,788,"vegan,vegetable,dessert,rice"
686,Heo Nướng Tỏi,dessert,Japanese,120,629,"easy,rice,bread,romantic"
687,Bò Hầm Ớt,main,Indian,15,183,"pork,vegan,easy,weekend"
688,Rau Hầm Sả,dessert,Korean,15,420,"quick,festive,vegetable,steamed"
689,Cua Nướng Sả,healthy,American,10,311,"dairy_free,vegan,quick_lunch,steamed"
690,Gà Sốt Tiêu,vegetarian,Thai,120,567,"sweet,vegetarian,fried,grilled"
691,Mực Rang Dừa,soup,Indian,30,455,"healthy,fried,sweet,spicy"
692,Mực Sốt Tỏi,main,Thai,120,102,"steamed,pork,high_protein,salad"
693,Gà Kho Sả,breakfast,Indian,60,538,"salad,baked,seafood,snack"
694,Cá Hấp Phô Mai,healthy,American,30,651,"vegetable,seafood,sour,tet"
695,Cua Hầm Dừa,vegetarian,French,45,482,"mushroom,vegan,vegetarian,quick_lunch"
696,Heo Chiên Phô Mai,main,Japanese,30,268,"quick,snack,weekend,fried"
697,Nấm Xào Gừng,main,Japanese,40,461,"rice,salad,baked,party"
698,Nấm Rang Gừng,soup,Mexican,40,191,"sweet,vegan,dairy_free,gluten_free"
699,Gà Nướng Phô Mai,vegetarian,Vietnamese,45,202,"fried,vegetarian,vegan,festive"
700,Đậu Nướng Dừa,appetizer,Vietnamese,120,650,"noodle,vegan,romantic,sour"
701,Cá Nướng Mè,dessert,Thai,30,777,"romantic,fried,sweet,grilled"
702,Rau Rang Me,noodle,Chinese,15,172,"low_carb,dairy_free,quick_lunch,festive"
703,Đậu Xào Mè,vegetarian,Japanese,120,179,"easy,dairy_free,noodle,salad"
704,Heo Rang Gừng,rice,Italian,20,699,"weekend,family,baked,rice"
705,Cua Rang Mè,appetizer,Korean,30,459,"steamed,seafood,salad,bread"
706,Gà Chiên Ớt,appetizer,Italian,15,161,"party,beef,family,festive"
707,Gà Chiên Me,breakfast,Indian,60,233,"steamed,baked,party,tofu"
708,Nấm Rang Gừng,appetizer,Korean,45,615,"bread,healthy,sweet,vegetable"
709,Heo Nướng Tiêu,rice,Vietnamese,10,655,"vegetable,chicken,sweet,quick_lunch"
710,Bò Xào Me,noodle,Mexican,45,798,"weekend,spicy,soup,gluten_free"
711,Đậu Hầm Me,dessert,Thai,20,306,"vegan,quick_lunch,rice,spicy"
712,Tôm Sốt Me,soup,Italian,20,749,"spicy,tet,family,vegetable"
713,Rau Hầm Ớt,appetizer,French,20,188,"egg,festive,noodle,weekend"
714,Nấm Nướng Ớt,breakfast,Indian,20,177,"vegan,seafood,chicken,grilled"
715,Cá Nướng Me,vegetarian,Mexican,60,320,"vegan,tofu,weekend,tet"
716,Đậu Hầm Dừa,dessert,French,30,408,"high_protein,noodle,vegan,vegetable"
717,Nấm Hấp Phô Mai,breakfast,Vietnamese,90,570,"snack,seafood,romantic,dairy_free"
718,Rau Hấp Phô Mai,appetizer,Chinese,90,326,"salad,steamed,egg,chicken"
719,Nấm Nướng Tiêu,soup,Vietnamese,120,648,"grilled,mushroom,vegetable,beef"
720,Cá Hấp Dừa,noodle,Japanese,15,258,"rice,sweet,pork,sour"
721,Đậu Hấp Ớt,breakfast,Mexican,45,758,"tofu,salad,sweet,vegetable"
722,Nấm Nướng Tỏi,soup,Indian,30,497,"fried,weekend,vegetable,romantic"
723,Cá Sốt Tỏi,dessert,Vietnamese,45,711,"rice,dessert,steamed,party"
724,Mực Chiên Mè,main,Japanese,60,233,"tofu,seafood,quick_lunch,party"
725,Gà Rang Mè,healthy,American,40,782,"family,mushroom,vegetarian,pork"
726,Cua Hấp Me,appetizer,Japanese,10,500,"vegetable,tofu,baked,high_protein"
727,Đậu Xào Sả,main,Indian,40,676,"romantic,chicken,quick_lunch,tet"
728,Nấm Nướng Gừng,rice,Chinese,30,243,"sour,low_carb,gluten_free,party"
729,Tôm Kho Me,salad,American,90,330,"snack,gluten_free,family,weekend"
730,Cá Chiên Tiêu,noodle,Indian,40,713,"vegan,salad,weekend,baked"
731,Mực Hấp Nước Mắm,rice,Thai,45,558,"low_carb,soup,snack,noodle"
732,Gà Rang Gừng,healthy,Italian,60,501,"beef,fried,easy,festive"
733,Bò Hầm Mè,appetizer,Mexican,40,674,"spicy,grilled,snack,low_carb"
734,Mực Chiên Sả,breakfast,Italian,120,223,"tet,steamed,weekend,salad"
735,Gà Kho Nước Mắm,healthy,Vietnamese,10,419,"vegan,easy,egg,tet"
736,Đậu Nướng Gừng,main,Mexican,90,590,"dairy_free,gluten_free,snack,festive"
737,Bò Kho Tiêu,breakfast,Mexican,120,318,"noodle,steamed,pork,tofu"
738,Mực Hấp Sả,main,Chinese,60,192,"vegetarian,low_carb,fried,festive"
739,Mực Xào Tiêu,breakfast,Indian,45,108,"dessert,weekend,vegetarian,seafood"
740,Đậu Rang Phô Mai,vegetarian,Indian,90,298,"weekend,beef,vegetable,vegetarian"
741,Bò Nướng Dừa,soup,Chinese,20,629,"seafood,tet,festive,soup"
742,Cua Nướng Ớt,appetizer,American,90,310,"bread,mushroom,romantic,healthy"
743,Cua Hấp Gừng,vegetarian,American,60,371,"low_carb,dairy_free,baked,noodle"
744,Cua Rang Sả,dessert,Chinese,10,444,"beef,vegetarian,sour,party"
745,Heo Hầm Mè,noodle,Vietnamese,120,530,"quick_lunch,party,pork,seafood"
746,Heo Rang Sả,appetizer,Indian,90,582,"low_carb,vegan,sour,gluten_free"
747,Heo Rang Mè,rice,Mexican,10,720,"spicy,weekend,fried,steamed"
748,Gà Hấp Nước Mắm,rice,American,15,119,"chicken,tofu,spicy,baked"
749,Tôm Kho Mè,breakfast,Chinese,60,104,"chicken,pork,egg,easy"
750,Tôm Chiên Tiêu,main,Thai,15,442,"gluten_free,weekend,baked,grilled"
751,Mực Hấp Me,healthy,Vietnamese,40,799,"high_protein,quick,dairy_free,beef"
752,Đậu Nướng Gừng,dessert,Thai,60,424,"tofu,dessert,vegetable,snack"
753,Cua Hầm Tỏi,rice,French,40,616,"pork,festive,chicken,family"
754,Tôm Nướng Sả,vegetarian,Japanese,30,289,"fried,party,tofu,quick"
755,Mực Chiên Tiêu,noodle,Italian,60,723,"easy,high_protein,weekend,soup"
756,Heo Hầm Ớt,appetizer,Thai,120,332,"bread,baked,dairy_free,rice"
757,Nấm Sốt Tỏi,breakfast,Vietnamese,120,235,"soup,dairy_free,rice,sweet"
758,Nấm Rang Mè,appetizer,American,60,404,"seafood,noodle,quick_lunch,sour"
759,Gà Kho Gừng,rice,Japanese,15,405,"baked,sour,festive,pork"
760,Cá Rang Tỏi,rice,Chinese,45,232,"weekend,grilled,sweet,festive"
761,Nấm Hầm Gừng,dessert,Japanese,15,456,"soup,party,low_carb,fried"
762,Gà Sốt Me,vegetarian,Japanese,30,561,"noodle,romantic,sweet,grilled"
763,Tôm Sốt Me,salad,Italian,40,647,"grilled,easy,beef,sour"
764,Tôm Hầm Phô Mai,breakfast,Mexican,120,727,"tet,grilled,bread,high_protein"
765,Cá Nướng Nước Mắm,main,Chinese,45,347,"beef,sour,gluten_free,romantic"
766,Rau Chiên Mè,healthy,Chinese,30,614,"festive,weekend,dessert,tofu"
767,Heo Hầm Tiêu,soup,Japanese,15,366,"low_carb,quick,steamed,grilled"
768,Đậu Sốt Ớt,appetizer,Korean,30,434,"easy,sweet,tofu,pork"
769,Heo Nướng Dừa,healthy,Thai,10,264,"grilled,low_carb,soup,vegetable"
770,Cá Nướng Nước Mắm,soup,Japanese,30,665,"family,sweet,mushroom,healthy"
771,Mực Chiên Ớt,noodle,Thai,45,378,"easy,soup,noodle,low_carb"
772,Bò Nướng Dừa,main,Chinese,120,256,"baked,vegetable,snack,spicy"
773,Cua Xào Nước Mắm,dessert,Indian,10,160,"high_protein,festive,healthy,weekend"
774,Rau Sốt Me,healthy,Italian,10,642,"easy,sour,baked,dessert"
775,Tôm Chiên Nước Mắm,appetizer,Vietnamese,30,430,"seafood,mushroom,gluten_free,weekend"
776,Bò Rang Tỏi,vegetarian,Thai,45,419,"high_protein,romantic,steamed,seafood"
777,Cua Nướng Me,breakfast,Thai,20,267,"dairy_free,vegetable,vegan,easy"
778,Nấm Kho Nước Mắm,main,Japanese,20,304,"quick,vegetable,seafood,tet"
779,Heo Hầm Mè,soup,Vietnamese,60,292,"sour,soup,tofu,romantic"
780,Rau Rang Phô Mai,noodle,Korean,30,621,"beef,mushroom,party,snack"
781,Nấm Chiên Tiêu,main,Italian,10,140,"party,seafood,egg,fried"
782,Nấm Sốt Sả,main,Indian,90,467,"dessert,romantic,family,steamed"
783,Cua Hầm Ớt,breakfast,Korean,90,776,"gluten_free,easy,tet,sweet"
784,Tôm Sốt Gừng,appetizer,Chinese,90,524,"spicy,party,vegetarian,vegan"
785,Bò Hầm Sả,vegetarian,Indian,20,784,"seafood,beef,bread,fried"
786,Bò Xào Ớt,soup,Italian,40,794,"soup,festive,seafood,healthy"
787,Mực Kho Ớt,healthy,French,30,730,"dairy_free,steamed,tofu,high_protein"
788,Tôm Hầm Gừng,soup,Chinese,45,244,"gluten_free,noodle,tet,sour"
789,Cua Hấp Nước Mắm,appetizer,American,45,784,"healthy,pork,vegan,family"
790,Đậu Kho Ớt,breakfast,Korean,40,337,"vegetable,healthy,mushroom,vegetarian"
791,Rau Chiên Ớt,vegetarian,French,90,176,"gluten_free,fried,tet,tofu"
792,Rau Hầm Sả,soup,Italian,10,265,"easy,rice,noodle,bread"
793,Cua Chiên Gừng,soup,Mexican,20,443,"festive,family,quick_lunch,egg"
794,Rau Kho Tỏi,noodle,American,15,129,"snack,quick,vegetarian,vegan"
795,Cá Nướng Nước Mắm,healthy,Thai,15,714,"steamed,tofu,chicken,easy"
796,Tôm Kho Dừa,rice,Vietnamese,30,622,"egg,gluten_free,bread,quick"
797,Heo Xào Nước Mắm,vegetarian,French,40,145,"sweet,dessert,weekend,tofu"
798,Gà Hấp Tiêu,rice,Japanese,15,451,"weekend,spicy,snack,chicken"
799,Đậu Hầm Me,rice,Mexican,20,579,"dessert,steamed,rice,healthy"
800,Cá Kho Dừa,soup,Indian,30,749,"weekend,bread,sour,low_carb"
801,Nấm Sốt Tiêu,salad,American,120,144,"vegetarian,steamed,snack,grilled"
802,Nấm Rang Tỏi,noodle,Japanese,30,586,"quick,family,party,fried"
803,Tôm Sốt Me,healthy,Thai,10,268,"sour,vegan,quick_lunch,pork"
804,Mực Kho Dừa,appetizer,Thai,45,577,"romantic,festive,weekend,pork"
805,Đậu Xào Me,dessert,Mexican,10,147,"low_carb,easy,vegan,dessert"
806,Nấm Nướng Dừa,healthy,Japanese,120,349,"sour,beef,high_protein,bread"
807,Đậu Nướng Ớt,salad,Vietnamese,30,737,"healthy,romantic,beef,rice"
808,Gà Xào Sả,soup,Indian,10,130,"vegan,dessert,noodle,tet"
809,Bò Rang Mè,salad,Indian,15,101,"vegetable,grilled,baked,low_carb"
810,Cá Kho Sả,breakfast,Korean,20,493,"fried,festive,beef,quick_lunch"
811,Cá Rang Gừng,soup,Thai,90,449,"seafood,grilled,steamed,sour"
812,Bò Rang Sả,salad,French,20,653,"noodle,bread,gluten_free,low_carb"
813,Cá Hầm Sả,main,Thai,20,439,"low_carb,festive,egg,baked"
814,Mực Chiên Dừa,dessert,Thai,15,383,"gluten_free,family,easy,egg"
815,Tôm Nướng Mè,main,Chinese,30,587,"vegetarian,weekend,bread,sweet"
816,Nấm Xào Tiêu,appetizer,Vietnamese,20,648,"quick,soup,rice,salad"
817,Mực Chiên Tỏi,soup,Japanese,20,332,"snack,rice,low_carb,party"
818,Nấm Nướng Nước Mắm,rice,Chinese,120,799,"quick_lunch,pork,sweet,mushroom"
819,Cá Nướng Sả,appetizer,French,40,720,"dairy_free,quick_lunch,fried,gluten_free"
820,Mực Xào Phô Mai,noodle,Korean,90,710,"vegan,weekend,rice,dessert"
821,Tôm Rang Dừa,vegetarian,Korean,60,689,"soup,baked,bread,gluten_free"
822,Gà Sốt Ớt,rice,Chinese,20,735,"dairy_free,spicy,beef,vegetarian"
823,Cua Hầm Ớt,appetizer,Thai,90,216,"weekend,vegetable,quick_lunch,vegan"
824,Cá Sốt Phô Mai,main,Japanese,90,453,"easy,romantic,vegan,fried"
825,Nấm Rang Me,breakfast,Indian,120,290,"baked,fried,beef,grilled"
826,Đậu Chiên Gừng,main,Italian,15,619,"easy,romantic,high_protein,salad"
827,Gà Nướng Me,main,Italian,45,216,"tet,romantic,sour,weekend"
828,Rau Xào Nước Mắm,vegetarian,Vietnamese,45,558,"dessert,quick_lunch,pork,gluten_free"
829,Đậu Kho Nước Mắm,dessert,Mexican,40,430,"dessert,fried,grilled,dairy_free"
830,Mực Rang Gừng,soup,Korean,90,744,"salad,pork,baked,family"
831,Bò Hầm Phô Mai,rice,Japanese,45,465,"sweet,chicken,gluten_free,egg"
832,Tôm Hấp Mè,breakfast,Indian,20,269,"weekend,pork,soup,noodle"
833,Tôm Hầm Me,breakfast,Thai,45,564,"quick,steamed,soup,low_carb"
834,Nấm Sốt Phô Mai,soup,Thai,30,688,"steamed,weekend,dairy_free,bread"
835,Heo Hấp Dừa,appetizer,Thai,30,141,"sweet,healthy,tofu,pork"
836,Rau Nướng Me,dessert,French,40,268,"spicy,vegan,quick_lunch,steamed"
837,Nấm Xào Gừng,appetizer,Thai,60,145,"dessert,egg,vegetarian,steamed"
838,Rau Kho Tỏi,dessert,Italian,45,273,"bread,snack,mushroom,romantic"
839,Cua Xào Ớt,salad,Japanese,20,326,"tet,dairy_free,gluten_free,bread"
840,Cua Kho Sả,breakfast,Indian,15,335,"party,sweet,easy,snack"
841,Rau Sốt Mè,main,Japanese,45,799,"vegan,snack,pork,egg"
842,Tôm Xào Sả,vegetarian,Korean,30,503,"vegetarian,beef,mushroom,soup"
843,Heo Nướng Gừng,vegetarian,Korean,15,166,"mushroom,dairy_free,salad,chicken"
844,Cua Xào Ớt,dessert,Chinese,40,589,"chicken,tofu,salad,romantic"
845,Đậu Rang Sả,breakfast,French,45,515,"easy,chicken,rice,grilled"
846,Bò Rang Sả,breakfast,Mexican,45,714,"vegetable,tet,seafood,sour"
847,Đậu Rang Phô Mai,rice,Vietnamese,60,350,"tofu,rice,low_carb,sour"
848,Bò Hầm Dừa,healthy,American,20,800,"gluten_free,tet,snack,seafood"
849,Heo Nướng Dừa,breakfast,Korean,45,135,"noodle,tofu,grilled,sweet"
850,Heo Xào Dừa,healthy,Italian,90,704,"high_protein,dairy_free,low_carb,weekend"
851,Mực Hầm Me,dessert,French,10,273,"party,dessert,seafood,soup"
852,Heo Hấp Mè,main,American,60,183,"egg,steamed,sour,dessert"
853,Cua Chiên Ớt,salad,Italian,120,596,"beef,tofu,dairy_free,noodle"
854,Cua Kho Me,soup,Vietnamese,30,202,"pork,vegetable,soup,mushroom"
855,Bò Xào Tiêu,healthy,Chinese,15,675,"bread,chicken,healthy,pork"
856,Tôm Nướng Phô Mai,appetizer,Korean,120,659,"snack,party,steamed,noodle"
857,Cá Hầm Gừng,healthy,Italian,10,299,"weekend,mushroom,sweet,festive"
858,Bò Kho Phô Mai,soup,Indian,30,695,"salad,vegetable,vegetarian,romantic"
859,Gà Chiên Gừng,vegetarian,American,40,705,"bread,rice,low_carb,spicy"
860,Rau Xào Me,main,Mexican,20,550,"vegetarian,pork,beef,baked"
861,Tôm Kho Tiêu,main,Chinese,45,530,"festive,weekend,tofu,mushroom"
862,Gà Kho Me,healthy,American,10,762,"high_protein,family,noodle,grilled"
863,Cá Rang Me,healthy,Chinese,45,550,"rice,vegan,romantic,pork"
864,Đậu Hầm Ớt,noodle,Vietnamese,20,658,"soup,snack,vegetarian,seafood"
865,Cua Hấp Mè,main,American,60,748,"chicken,healthy,noodle,gluten_free"
866,Tôm Xào Gừng,dessert,Vietnamese,20,376,"tofu,snack,family,quick_lunch"
867,Bò Nướng Sả,breakfast,French,10,622,"mushroom,vegetarian,quick,soup"
868,Heo Hấp Ớt,healthy,Vietnamese,15,140,"grilled,vegan,sweet,healthy"
869,Cua Hầm Tỏi,salad,French,40,593,"low_carb,pork,steamed,mushroom"
870,Heo Hấp Mè,dessert,French,90,708,"rice,pork,healthy,easy"
871,Bò Chiên Gừng,vegetarian,Thai,10,768,"grilled,quick,steamed,beef"
872,Mực Nướng Tiêu,appetizer,American,120,761,"fried,egg,baked,salad"
873,Cá Hấp Gừng,noodle,French,120,258,"quick_lunch,seafood,healthy,weekend"
874,Mực Sốt Me,salad,Thai,90,448,"easy,seafood,steamed,festive"
875,Cua Hấp Phô Mai,breakfast,Mexican,40,652,"noodle,tofu,gluten_free,vegetarian"
876,Tôm Sốt Dừa,appetizer,French,10,173,"mushroom,weekend,healthy,high_protein"
877,Đậu Rang Dừa,noodle,Japanese,90,262,"healthy,easy,high_protein,mushroom"
878,Nấm Nướng Me,vegetarian,Mexican,20,590,"dessert,fried,healthy,quick_lunch"
879,Rau Hấp Phô Mai,vegetarian,French,40,526,"vegan,low_carb,salad,chicken"
880,Bò Rang Tiêu,vegetarian,French,40,166,"tet,chicken,tofu,beef"
881,Cá Hấp Ớt,noodle,American,30,100,"festive,steamed,low_carb,tet"
882,Heo Xào Tỏi,main,Italian,45,187,"mushroom,vegetable,party,healthy"
883,Cá Hầm Tiêu,breakfast,Chinese,120,347,"quick_lunch,salad,fried,noodle"
884,Nấm Chiên Sả,dessert,Indian,10,178,"fried,snack,mushroom,tofu"
885,Cua Sốt Dừa,rice,American,20,143,"vegan,weekend,beef,baked"
886,Bò Nướng Tỏi,noodle,Vietnamese,10,190,"beef,dessert,romantic,egg"
887,Cua Xào Gừng,healthy,Korean,60,746,"salad,mushroom,baked,snack"
888,Bò Rang Gừng,rice,French,30,313,"soup,seafood,sour,bread"
889,Gà Chiên Tỏi,breakfast,Thai,45,138,"noodle,rice,fried,vegetarian"
890,Cá Hấp Me,noodle,Vietnamese,45,143,"vegetarian,family,dessert,sweet"
891,Heo Rang Tiêu,main,Korean,15,275,"party,beef,healthy,vegan"
892,Gà Hầm Dừa,vegetarian,Korean,10,795,"low_carb,healthy,soup,vegetarian"
893,Gà Xào Phô Mai,appetizer,Mexican,30,479,"salad,spicy,seafood,soup"
894,Rau Hầm Mè,soup,Indian,40,194,"vegetable,family,tofu,baked"
895,Tôm Rang Tỏi,noodle,American,40,220,"dessert,steamed,baked,soup"
896,Cá Kho Dừa,rice,Chinese,90,529,"quick_lunch,seafood,family,chicken"
897,Tôm Chiên Sả,rice,Japanese,45,276,"baked,high_protein,gluten_free,pork"
898,Tôm Hấp Mè,appetizer,Japanese,40,397,"romantic,low_carb,sweet,tofu"
899,Nấm Hấp Tiêu,healthy,American,10,295,"quick,high_protein,soup,snack"
900,Mực Rang Ớt,soup,Japanese,30,374,"soup,rice,low_carb,salad"
901,Gà Hấp Mè,breakfast,Italian,20,196,"steamed,vegan,gluten_free,chicken"
902,Cua Sốt Tỏi,salad,Italian,15,358,"steamed,tet,low_carb,party"
903,Gà Rang Nước Mắm,salad,French,20,347,"noodle,steamed,fried,family"
904,Heo Xào Me,dessert,Italian,40,115,"noodle,festive,vegetable,egg"
905,Mực Hấp Dừa,main,Vietnamese,120,478,"vegan,egg,vegetable,pork"
906,Rau Chiên Phô Mai,breakfast,Japanese,20,353,"spicy,beef,party,dessert"
907,Đậu Chiên Gừng,main,Thai,60,225,"party,tofu,vegetable,sour"
908,Cua Hầm Ớt,rice,Mexican,45,231,"dairy_free,party,healthy,steamed"
909,Nấm Chiên Mè,healthy,Japanese,90,134,"snack,noodle,weekend,soup"
910,Cá Rang Ớt,noodle,Mexican,30,692,"tofu,healthy,festive,steamed"
911,Heo Rang Mè,salad,Japanese,90,778,"rice,pork,low_carb,healthy"
912,Gà Xào Mè,dessert,Japanese,15,243,"soup,festive,snack,steamed"
913,Cá Hầm Dừa,rice,Vietnamese,40,216,"pork,beef,rice,romantic"
914,Heo Chiên Nước Mắm,soup,Japanese,30,630,"chicken,quick,festive,rice"
915,Cá Hấp Dừa,soup,French,15,764,"dairy_free,pork,vegan,easy"
916,Heo Nướng Tỏi,noodle,American,30,344,"dairy_free,egg,high_protein,romantic"
917,Mực Rang Gừng,appetizer,Indian,10,143,"beef,weekend,gluten_free,high_protein"
918,Cá Xào Tỏi,salad,American,20,403,"sweet,tofu,rice,healthy"
919,Gà Hấp Tỏi,vegetarian,Thai,20,537,"vegetarian,spicy,bread,healthy"
920,Rau Nướng Gừng,breakfast,Italian,120,644,"egg,beef,quick_lunch,gluten_free"
921,Cá Hầm Dừa,dessert,Indian,40,499,"tet,romantic,spicy,low_carb"
922,Cá Hấp Mè,soup,Indian,60,695,"grilled,seafood,fried,high_protein"
923,Cua Nướng Me,healthy,Mexican,90,494,"steamed,tet,spicy,chicken"
924,Gà Nướng Dừa,breakfast,Japanese,60,653,"easy,salad,dairy_free,beef"
925,Tôm Hấp Nước Mắm,soup,Vietnamese,90,355,"chicken,bread,sweet,vegetarian"
926,Cua Xào Tiêu,healthy,Japanese,30,667,"party,romantic,pork,family"
927,Rau Hầm Me,vegetarian,Vietnamese,15,707,"beef,chicken,healthy,pork"
928,Mực Nướng Me,healthy,Italian,10,117,"bread,romantic,pork,vegetable"
929,Gà Sốt Sả,soup,Italian,60,508,"grilled,festive,sweet,noodle"
930,Bò Kho Sả,noodle,Korean,10,781,"soup,vegetarian,egg,seafood"
931,Bò Nướng Tiêu,rice,American,15,168,"vegan,dairy_free,snack,romantic"
932,Rau Nướng Tỏi,salad,French,45,111,"rice,quick_lunch,spicy,egg"
933,Gà Hấp Sả,dessert,American,45,109,"grilled,snack,quick_lunch,family"
934,Tôm Xào Me,noodle,French,120,685,"seafood,festive,soup,bread"
935,Tôm Sốt Tỏi,vegetarian,Indian,30,111,"fried,seafood,tofu,salad"
936,Tôm Hấp Phô Mai,rice,Chinese,90,405,"festive,dessert,vegetable,healthy"
937,Mực Xào Mè,healthy,Mexican,20,627,"fried,pork,tofu,spicy"
938,Mực Nướng Tỏi,salad,French,10,719,"festive,rice,quick,tet"
939,Cua Sốt Me,noodle,Mexican,20,586,"vegan,tet,family,weekend"
940,Gà Hầm Dừa,salad,Indian,90,763,"egg,vegetable,steamed,bread"
941,Heo Rang Gừng,soup,Chinese,120,120,"dairy_free,quick_lunch,sour,beef"
942,Nấm Chiên Tỏi,appetizer,Vietnamese,40,521,"romantic,healthy,bread,easy"
943,Mực Rang Sả,appetizer,Mexican,120,356,"pork,tet,grilled,vegan"
944,Heo Sốt Gừng,noodle,Mexican,120,431,"family,grilled,spicy,chicken"
945,Rau Nướng Mè,healthy,Italian,20,326,"tet,vegetarian,weekend,dairy_free"
946,Cá Nướng Dừa,healthy,Japanese,40,212,"vegetarian,party,vegan,bread"
947,Mực Rang Mè,noodle,Thai,10,779,"pork,party,healthy,beef"
948,Rau Xào Tiêu,vegetarian,Chinese,45,198,"pork,vegetarian,seafood,grilled"
949,Nấm Xào Gừng,dessert,American,120,151,"salad,chicken,soup,vegan"
950,Cua Hấp Tiêu,breakfast,Thai,20,627,"chicken,mushroom,beef,romantic"
951,Rau Hầm Me,healthy,Indian,40,584,"high_protein,rice,quick,beef"
952,Cá Xào Gừng,breakfast,French,15,727,"vegetable,steamed,baked,quick_lunch"
